1,de
2,la
3,que
4,el
5,en
6,los
7,se
8,del
9,las
10,un
11,por
12,con
13,no
14,una
15,su
16,para
17,es
18,al
19,lo
20,como
21,más
22,pero
23,sus
24,le
25,ha
26,me
27,si
28,sin
29,sobre
30,este
31,ya
32,entre
33,cuando
34,todo
35,esta
36,ser
37,son
38,dos
39,también
40,fue
41,había
42,era
43,muy
44,años
45,hasta
46,desde
47,está
48,mi
49,porque
50,qué
51,sólo
52,han
53,yo
54,hay
55,vez
56,puede
57,todos
58,así
59,nos
60,ni
61,parte
62,tiene
63,él
64,uno
65,donde
66,bien
67,tiempo
68,mismo
69,ese
70,ahora
71,cada
72,vida
73,otro
74,después
75,te
76,otros
77,aunque
78,esa
79,eso
80,hace
81,otra
82,gobierno
83,tan
84,durante
85,siempre
86,día
87,tanto
88,ella
89,tres
90,sí
91,dijo
92,sido
93,gran
94,país
95,según
96,menos
97,mundo
98,año
99,antes
100,estado
101,contra
102,sino
103,forma
104,caso
105,nada
106,hacer
107,general
108,estaba
109,poco
110,estos
111,presidente
112,mayor
113,ante
114,unos
115,les
116,algo
117,hacia
118,casa
119,ellos
120,ayer
121,hecho
122,primera
123,mucho
124,mientras
125,además
126,quien
127,momento
128,millones
129,esto
130,españa
131,hombre
132,están
133,pues
134,hoy
135,lugar
136,madrid
137,nacional
138,trabajo
139,otras
140,mejor
141,nuevo
142,decir
143,algunos
144,entonces
145,todas
146,días
147,debe
148,política
149,cómo
150,casi
151,toda
152,tal
153,luego
154,pasado
155,primer
156,medio
157,va
158,estas
159,sea
160,tenía
161,nunca
162,poder
163,aquí
164,ver
165,veces
166,embargo
167,partido
168,personas
169,grupo
170,cuenta
171,pueden
172,tienen
173,misma
174,nueva
175,cual
176,fueron
177,mujer
178,frente
179,josé
180,tras
181,cosas
182,fin
183,ciudad
184,he
185,social
186,manera
187,tener
188,sistema
189,será
190,historia
191,muchos
192,juan
193,tipo
194,cuatro
195,dentro
196,nuestro
197,punto
198,dice
199,ello
200,cualquier
201,noche
202,aún
203,agua
204,parece
205,haber
206,situación
207,fuera
208,bajo
209,grandes
210,nuestra
211,ejemplo
212,acuerdo
213,habían
214,usted
215,estados
216,hizo
217,nadie
218,países
219,horas
220,posible
221,tarde
222,ley
223,importante
224,guerra
225,desarrollo
226,proceso
227,realidad
228,sentido
229,lado
230,mí
231,tu
232,cambio
233,allí
234,mano
235,eran
236,estar
237,san
238,número
239,sociedad
240,unas
241,centro
242,padre
243,gente
244,final
245,relación
246,cuerpo
247,obra
248,incluso
249,través
250,último
251,madre
252,mis
253,modo
254,problemas
255,cinco
256,carlos
257,hombres
258,información
259,ojos
260,muerte
261,nombre
262,algunas
263,público
264,mujeres
265,siglo
266,todavía
267,meses
268,mañana
269,esos
270,nosotros
271,hora
272,muchas
273,pueblo
274,alguna
275,dar
276,problema
277,don
278,da
279,tú
280,derecho
281,verdad
282,maría
283,unidos
284,podría
285,sería
286,junto
287,cabeza
288,aquel
289,luis
290,cuanto
291,tierra
292,equipo
293,segundo
294,director
295,dicho
296,cierto
297,casos
298,manos
299,nivel
300,podía
301,familia
302,largo
303,partir
304,falta
305,llegar
306,propio
307,ministro
308,cosa
309,primero
310,seguridad
311,hemos
312,mal
313,trata
314,algún
315,tuvo
316,respecto
317,semana
318,varios
319,real
320,sé
321,voz
322,paso
323,señor
324,mil
325,quienes
326,proyecto
327,mercado
328,mayoría
329,luz
330,claro
331,iba
332,éste
333,pesetas
334,orden
335,español
336,buena
337,quiere
338,aquella
339,programa
340,palabras
341,internacional
342,van
343,esas
344,segunda
345,empresa
346,puesto
347,ahí
348,propia
349,libro
350,igual
351,político
352,persona
353,últimos
354,ellas
355,total
356,creo
357,tengo
358,dios
359,española
360,condiciones
361,méxico
362,fuerza
363,solo
364,único
365,acción
366,amor
367,policía
368,puerta
369,pesar
370,zona
371,sabe
372,calle
373,interior
374,tampoco
375,música
376,ningún
377,vista
378,campo
379,buen
380,hubiera
381,saber
382,obras
383,razón
384,ex
385,niños
386,presencia
387,tema
388,dinero
389,comisión
390,antonio
391,servicio
392,hijo
393,última
394,ciento
395,estoy
396,hablar
397,dio
398,minutos
399,producción
400,camino
401,seis
402,quién
403,fondo
404,dirección
405,papel
406,demás
407,barcelona
408,idea
409,especial
410,diferentes
411,dado
412,base
413,capital
414,ambos
415,europa
416,libertad
417,relaciones
418,espacio
419,medios
420,ir
421,actual
422,población
423,empresas
424,estudio
425,salud
426,servicios
427,haya
428,principio
429,siendo
430,cultura
431,anterior
432,alto
433,media
434,mediante
435,primeros
436,arte
437,paz
438,sector
439,imagen
440,medida
441,deben
442,datos
443,consejo
444,personal
445,interés
446,julio
447,grupos
448,miembros
449,ninguna
450,existe
451,cara
452,edad
453,etc
454,movimiento
455,visto
456,llegó
457,puntos
458,actividad
459,bueno
460,uso
461,niño
462,difícil
463,joven
464,futuro
465,aquellos
466,mes
467,pronto
468,soy
469,hacía
470,nuevos
471,nuestros
472,estaban
473,posibilidad
474,sigue
475,cerca
476,resultados
477,educación
478,atención
479,gonzález
480,capacidad
481,efecto
482,necesario
483,valor
484,aire
485,investigación
486,siguiente
487,figura
488,central
489,comunidad
490,necesidad
491,serie
492,organización
493,nuevas
494,calidad
495,economía
496,carácter
497,jefe
498,estamos
499,prensa
500,control
501,sociales
502,universidad
503,militar
504,cabo
505,diez
